gauge_id,Expected_Records,Available_File_Records,Valid_Records,Missing_Records,Missing_Percent,2012_2014_Expected_Records,2012_2014_Valid_Records,2012_2014_Missing_Records,2012_2014_Missing_Percent,
8082700,12418,12784,12418,0,0,1096,1093,3,0.274,
1134500,12418,12784,12418,0,0,1096,1054,42,3.832,
3010655,12418,12784,12418,0,0,1096,1024,72,6.569,
13023000,12418,12784,12418,0,0,1096,1096,0,0,
1664000,12418,12784,12418,0,0,1096,1079,17,1.551,
2221525,12418,12784,12418,0,0,1096,1067,29,2.646,
8198500,12418,12784,12418,0,0,1096,1027,69,6.296,
5129115,12418,12784,12418,0,0,1096,1037,59,5.383,
3049800,12418,12784,12418,0,0,1096,1033,63,5.748,
2059500,12418,12784,12418,0,0,1096,1072,24,2.19,
1583500,12418,12784,12418,0,0,1096,1004,92,8.394,
11143000,12418,12784,12418,0,0,1096,1096,0,0,
8271000,12418,12784,12418,0,0,1096,1067,29,2.646,
9066000,12418,12784,12418,0,0,1096,1006,90,8.212,
11162500,12418,12784,12418,0,0,1096,1096,0,0,
2315500,12418,12784,12418,0,0,1096,1009,87,7.938,
4057510,12418,12784,12418,0,0,1096,1096,0,0,
5556500,12418,12784,12418,0,0,1096,1086,10,0.912,
8103900,12418,12784,12418,0,0,1096,1046,50,4.562,
1054200,12418,12784,12418,0,0,1096,1096,0,0,
6879650,12418,12784,12418,0,0,1096,1096,0,0,
7167500,12418,12784,12418,0,0,1096,1096,0,0,
4127997,12418,12784,12418,0,0,1096,1004,92,8.394,
14141500,12418,12784,12418,0,0,1096,1096,0,0,
6876700,12418,12784,12418,0,0,1096,1096,0,0,
2014000,12418,12784,12418,0,0,1096,1096,0,0,
6450500,12418,12784,12418,0,0,1096,1032,64,5.839,
2137727,12418,12510,12418,0,0,1096,1079,17,1.551,
4057800,12418,12784,12418,0,0,1096,1004,92,8.394,
5291000,12418,12784,12418,0,0,1096,1096,0,0,
8150800,12418,12784,12418,0,0,1096,1096,0,0,
2046000,12418,12784,12418,0,0,1096,1096,0,0,
10343500,12418,12784,12418,0,0,1096,1096,0,0,
2374500,12418,12784,12418,0,0,1096,1018,78,7.117,
6623800,12418,12784,12418,0,0,1096,1004,92,8.394,
11532500,12418,12784,12418,0,0,1096,1026,70,6.387,
2372250,12418,12784,12418,0,0,1096,1025,71,6.478,
7142300,12418,12784,12418,0,0,1096,1096,0,0,
9508300,12418,12784,12418,0,0,1096,1036,60,5.474,
3500000,12418,12784,12418,0,0,1096,1004,92,8.394,
7149000,12418,12784,12418,0,0,1096,1060,36,3.285,
12092000,12418,12784,12418,0,0,1096,1005,91,8.303,
14305500,12418,12784,12418,0,0,1096,1096,0,0,
1486000,12418,12784,12418,0,0,1096,1068,28,2.555,
3170000,12418,12784,12418,0,0,1096,1096,0,0,
6353000,12418,12784,12418,0,0,1096,1040,56,5.109,
1658500,12418,12784,12418,0,0,1096,1080,16,1.46,
13161500,12418,12784,12418,0,0,1096,1072,24,2.19,
11475560,12418,12784,12418,0,0,1096,1096,0,0,
2231000,12418,12784,12418,0,0,1096,1011,85,7.755,
12451000,12418,12784,12418,0,0,1096,1014,82,7.482,
11468500,12418,12784,12418,0,0,1096,1031,65,5.931,
10329500,12418,12784,12418,0,0,1096,1024,72,6.569,
6918460,12418,12784,12418,0,0,1096,1096,0,0,
6803530,12418,12784,12418,0,0,1096,1067,29,2.646,
4224775,12418,12784,12418,0,0,1096,1004,92,8.394,
12115500,12418,12784,12418,0,0,1096,1096,0,0,
10234500,12418,12784,12418,0,0,1096,1096,0,0,
10316500,12418,12784,12418,0,0,1096,1096,0,0,
14158500,12418,12784,12418,0,0,1096,1096,0,0,
7340300,12418,12784,12418,0,0,1096,1074,22,2.007,
3237500,12418,12784,12418,0,0,1096,1037,59,5.383,
7056000,12418,12784,12418,0,0,1096,1026,70,6.387,
4221000,12418,12784,12418,0,0,1096,1004,92,8.394,
10205030,12418,12784,12418,0,0,1096,1010,86,7.847,
1545600,12418,12784,12418,0,0,1096,1096,0,0,
6917000,12418,12784,12418,0,0,1096,1096,0,0,
12186000,12418,12784,12418,0,0,1096,1096,0,0,
1022500,12418,12784,12418,0,0,1096,1004,92,8.394,
5454000,12418,12784,12418,0,0,1096,1080,16,1.46,
7180500,12418,12784,12418,0,0,1096,1096,0,0,
5514500,12418,12784,12418,0,0,1096,1096,0,0,
12035000,12418,12784,12418,0,0,1096,1096,0,0,
9430500,12418,12784,12418,0,0,1096,1039,57,5.201,
11523200,12418,12784,12418,0,0,1096,1004,92,8.394,
7362100,12418,12784,12418,0,0,1096,1067,29,2.646,
8196000,12418,12784,12418,0,0,1096,1096,0,0,
6360500,12418,12784,12418,0,0,1096,1017,79,7.208,
1542810,12418,12784,12418,0,0,1096,1073,23,2.099,
4197100,12418,12784,12418,0,0,1096,1004,92,8.394,
2128000,12418,12784,12418,0,0,1096,1096,0,0,
2212600,12418,12784,12418,0,0,1096,1004,92,8.394,
3076600,12418,12784,12418,0,0,1096,1096,0,0,
3028000,12418,12784,12418,0,0,1096,1018,78,7.117,
2324400,12418,12784,12418,0,0,1096,1005,91,8.303,
2143040,12418,12784,12418,0,0,1096,1009,87,7.938,
2027000,12418,12784,12418,0,0,1096,1068,28,2.555,
9513780,12418,12784,12418,0,0,1096,1026,70,6.387,
12073500,12418,12784,12418,0,0,1096,1058,38,3.467,
8164000,12418,12784,12418,0,0,1096,1096,0,0,
4024430,12418,12784,12418,0,0,1096,1005,91,8.303,
5466500,12418,12784,12418,0,0,1096,1067,29,2.646,
11274630,12418,12784,12418,0,0,1096,1031,65,5.931,
6350000,12418,12784,12418,0,0,1096,1053,43,3.923,
12048000,12418,12784,12418,0,0,1096,1095,1,0.091,
4040500,12418,12784,12418,0,0,1096,1096,0,0,
6885500,12418,12784,12418,0,0,1096,1096,0,0,
11482500,12418,12784,12418,0,0,1096,1032,64,5.839,
8158810,12418,12784,12418,0,0,1096,1004,92,8.394,
3504000,12418,12784,12418,0,0,1096,1025,71,6.478,
13337000,12418,12784,12418,0,0,1096,1012,84,7.664,
9312600,12418,12784,12418,0,0,1096,1012,84,7.664,
6470800,12418,12784,12418,0,0,1096,1040,56,5.109,
14020000,12418,12784,12418,0,0,1096,1096,0,0,
14139800,12418,12784,12418,0,0,1096,1023,73,6.661,
3346000,12418,12784,12418,0,0,1096,1096,0,0,
2028500,12418,12784,12418,0,0,1096,1068,28,2.555,
11151300,12418,12730,12418,0,0,1096,1042,54,4.927,
9035900,12418,12778,12418,0,0,1096,1039,57,5.201,
9081600,12418,12784,12418,0,0,1096,1096,0,0,
8029500,12418,12784,12418,0,0,1096,1096,0,0,
6853800,12418,12784,12418,0,0,1096,1096,0,0,
3498500,12418,12784,12418,0,0,1096,1004,92,8.394,
1487000,12418,12784,12418,0,0,1096,1069,27,2.464,
3473000,12418,12784,12418,0,0,1096,1096,0,0,
14185000,12418,12784,12418,0,0,1096,1096,0,0,
4043050,12418,12784,12418,0,0,1096,1047,49,4.471,
2108000,12418,12784,12418,0,0,1096,1004,92,8.394,
12390700,12418,12784,12418,0,0,1096,1010,86,7.847,
1552500,12418,12784,12418,0,0,1096,1096,0,0,
6191500,12418,12784,12418,0,0,1096,1004,92,8.394,
8171300,12418,12784,12418,0,0,1096,1096,0,0,
1557500,12418,12784,12418,0,0,1096,1096,0,0,
1055000,12418,12784,12418,0,0,1096,1096,0,0,
8023080,12418,12775,12418,0,0,1096,1096,0,0,
11274500,12418,12784,12418,0,0,1096,1004,92,8.394,
1181000,12418,12784,12418,0,0,1096,1006,90,8.212,
7196900,12418,12784,12418,0,0,1096,1031,65,5.931,
2065500,12418,12784,12418,0,0,1096,1075,21,1.916,
2055100,12418,12784,12418,0,0,1096,1004,92,8.394,
2018000,12418,12784,12418,0,0,1096,1004,92,8.394,
7299670,12418,12784,12418,0,0,1096,1082,14,1.277,
11141280,12418,12784,12418,0,0,1096,1096,0,0,
1543000,12418,12784,12418,0,0,1096,1096,0,0,
6889200,12418,12784,12418,0,0,1096,1096,0,0,
2074500,12418,12784,12418,0,0,1096,1011,85,7.755,
14185900,12418,12784,12418,0,0,1096,1096,0,0,
12414500,12418,12784,12418,0,0,1096,1096,0,0,
11098000,12418,12784,12418,0,0,1096,1011,85,7.755,
5503800,12418,12784,12418,0,0,1096,1096,0,0,
7292500,12418,12784,12418,0,0,1096,1096,0,0,
5458000,12418,12784,12418,0,0,1096,1096,0,0,
6280300,12418,12784,12418,0,0,1096,1054,42,3.832,
2112120,12418,12705,12418,0,0,1096,1017,79,7.208,
2064000,12418,12784,12418,0,0,1096,1079,17,1.551,
8086290,12418,12784,12418,0,0,1096,1096,0,0,
2298123,12418,12784,12418,0,0,1096,1096,0,0,
6447000,12418,12784,12418,0,0,1096,1004,92,8.394,
1142500,12418,12784,12418,0,0,1096,1011,85,7.755,
11480390,12418,12613,12418,0,0,1096,1031,65,5.931,
8380500,12418,12784,12418,0,0,1096,1013,83,7.573,
3165000,12418,12784,12418,0,0,1096,1096,0,0,
9386900,12418,12784,12418,0,0,1096,1051,45,4.106,
14158790,12418,12784,12418,0,0,1096,1096,0,0,
6332515,12418,12784,12418,0,0,1096,1012,84,7.664,
5495500,12418,12784,12418,0,0,1096,1065,31,2.828,
6614800,12418,12784,12418,0,0,1096,1096,0,0,
6892000,12418,12784,12418,0,0,1096,1096,0,0,
7335700,12418,12784,12418,0,0,1096,1096,0,0,
2395120,12418,12662,12418,0,0,1096,1067,29,2.646,
7068000,12418,12784,12418,0,0,1096,1096,0,0,
1638480,12418,12784,12418,0,0,1096,1019,77,7.026,
8324000,12418,12784,12418,0,0,1096,1072,24,2.19,
8190000,12418,12784,12418,0,0,1096,1096,0,0,
3164000,12418,12784,12418,0,0,1096,1096,0,0,
11522500,12418,12784,12418,0,0,1096,1096,0,0,
5057000,12418,12784,12418,0,0,1096,1033,63,5.748,
6468170,12418,12784,12418,0,0,1096,1039,57,5.201,
11478500,12418,12784,12418,0,0,1096,1027,69,6.296,
2077200,12418,12784,12418,0,0,1096,1004,92,8.394,
13331500,12418,12784,12418,0,0,1096,1096,0,0,
2481000,12418,12784,12418,0,0,1096,1054,42,3.832,
13018300,12418,12784,12418,0,0,1096,1074,22,2.007,
3439000,12418,12784,12418,0,0,1096,1012,84,7.664,
1333000,12418,12784,12418,0,0,1096,1026,70,6.387,
9066300,12418,12784,12418,0,0,1096,1006,90,8.212,
5495000,12418,12784,12418,0,0,1096,1096,0,0,
11383500,12418,12784,12418,0,0,1096,1051,45,4.106,
7346045,12418,12784,12418,0,0,1096,1031,65,5.931,
2300700,12418,12784,12418,0,0,1096,1005,91,8.303,
4059500,12418,12784,12418,0,0,1096,1004,92,8.394,
7315200,12418,12784,12418,0,0,1096,1079,17,1.551,
6431500,12418,12784,12418,0,0,1096,1005,91,8.303,
2053800,12418,12784,12418,0,0,1096,1073,23,2.099,
2465493,12418,12784,12418,0,0,1096,1096,0,0,
1532000,12418,12784,12418,0,0,1096,1019,77,7.026,
6289000,12418,12784,12418,0,0,1096,1075,21,1.916,
10242000,12418,12784,12418,0,0,1096,1096,0,0,
3456500,12418,12784,12418,0,0,1096,1012,84,7.664,
8202700,12418,12784,12418,0,0,1096,1096,0,0,
2349900,12418,12784,12418,0,0,1096,1004,92,8.394,
5508805,12418,12784,12418,0,0,1096,1096,0,0,
6601000,12418,12784,12418,0,0,1096,1039,57,5.201,
6339500,12418,12784,12418,0,0,1096,1004,92,8.394,
2314500,12418,12784,12418,0,0,1096,1004,92,8.394,
7301410,12418,12784,12418,0,0,1096,1086,10,0.912,
8189500,12418,12784,12418,0,0,1096,1096,0,0,
2051500,12418,12784,12418,0,0,1096,1046,50,4.562,
9065500,12418,12784,12418,0,0,1096,1053,43,3.923,
1491000,12418,12784,12418,0,0,1096,1004,92,8.394,
4196800,12418,12736,12418,0,0,1096,1048,48,4.38,
6847900,12418,12784,12418,0,0,1096,1096,0,0,
9497980,12418,12784,12418,0,0,1096,1096,0,0,
4074950,12418,12510,12418,0,0,1096,1019,77,7.026,
1543500,12418,12784,12418,0,0,1096,1096,0,0,
4124000,12418,12784,12418,0,0,1096,1096,0,0,
8190500,12418,12784,12418,0,0,1096,1096,0,0,
6406000,12418,12784,12418,0,0,1096,1004,92,8.394,
7184000,12418,12784,12418,0,0,1096,1073,23,2.099,
2011460,12418,12784,12418,0,0,1096,1038,58,5.292,
6409000,12418,12784,12418,0,0,1096,1034,62,5.657,
4216418,12418,12784,12418,0,0,1096,1004,92,8.394,
5362000,12418,12784,12418,0,0,1096,1053,43,3.923,
5123400,12418,12784,12418,0,0,1096,1096,0,0,
