gauge_id,p_mean,pet_mean,frac_snow,aridity,high_prec_freq,high_prec_dur,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,soil_depth_pelletier,soil_porosity,soil_conductivity,sand_frac,clay_frac,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,q_mean,runoff_ratio,baseflow_index,stream_elas,carbonate_rocks_frac,geol_permeability
2342933,3.814603696,3.275106338,0.002796271,0.858570536,23.1,1.218997361,32.01766,-85.29577,127.7,7.99022,290.1,1.679706601,0.414141823,2.480194072,57.65548779,20.07146959,0.9083,4.917975385,3.514231749,0.83205251,0.256534854,0.9986379,0.261793355,0.339008841,1.871527208,0,-12.7573
2349900,3.39147707,3.15703091,0.001081747,0.930871961,23.85,1.210659898,32.19556,-83.90222,116.19,3.41104,122.87,1.205714286,0.411494051,2.407363975,59.61530241,23.92491891,0.0989,1.851928984,1.42550026,0.65556481,0.316528696,0.821028963,0.242085954,0.465819688,1.846555342,0.86670626,-12.2525
2350900,3.635820671,3.156484257,0.001767718,0.868162801,22.1,1.238095238,31.76444,-84.25333,139.77,6.74759,1365.12,1.196635121,0.406461771,2.991529071,64.54191974,18.61811524,0.3941,3.233226824,2.264989101,0.728975209,0.258408939,0.95061719,0.261458767,0.622683344,1.911898861,0.010165332,-12.5837
2361000,3.958042437,3.290583162,0.001512442,0.831366317,21.4,1.222857143,31.34295,-85.61049,117.14,8.27039,1781.61,3.890288501,0.408211546,2.97038735,63.35998752,18.42505777,0.4408,2.974113056,2.133473151,0.718239357,0.272116451,1.214117336,0.306746922,0.567095277,1.518807335,0,-14.2703
2363000,3.960396988,4.171311253,0.002655656,1.053255839,22.85,1.199475066,31.59489,-85.783,135.39,7.57689,1292.51,3.628460687,0.415416454,2.624152502,58.04609929,16.70618395,0.635,3.791460863,2.76864162,0.774037909,0.283771537,1.084461805,0.27382654,0.494044553,1.733570419,0,-13.169
2369800,4.619824778,3.717416003,0.000872353,0.804666017,21,1.25,31.02768,-86.70996,72.29,4.2203,227.51,37.17445483,0.435162581,2.85633803,57.30213408,17.96615109,0.9643,4.785608549,2.656514136,0.834547531,0.119984863,1.551320286,0.335796347,0.542232429,1.444544514,0,-13
2371500,3.969983573,3.147583012,0.00401714,0.792845349,22.4,1.188328912,31.5735,-86.25162,125.86,7.42604,1292.79,5.055681818,0.420600746,2.110549983,50.0424856,16.63241883,0.6862,4.165486374,2.972156698,0.792318914,0.259565777,1.153419362,0.290535046,0.523492856,1.486906495,0.011947483,-13.1163
2372250,3.983117043,3.144459986,0.003475999,0.789447047,22.65,1.217741935,31.59627,-86.40552,122.94,7.29973,1145.22,6.172392255,0.415416335,2.547808131,56.65548832,15.33582641,0.7608,4.244446673,3.020283295,0.799280965,0.257429146,1.222512477,0.306923564,0.507875007,1.57345359,0.015812573,-12.9898
2374500,4.419623546,4.34898694,0.003042556,0.984017506,21.2,1.177777778,31.4185,-86.98664,109.86,7.40892,445.72,5.423017107,0.421827986,2.090483937,52.77085133,22.09368106,0.949,4.454387808,3.004795241,0.813844977,0.217179888,1.484329226,0.335849696,0.641123533,1.386435298,0,-13.6157
2381600,4.271549624,3.014246598,0.016637787,0.705656463,21.85,1.168449198,34.57037,-84.46882,512.02,35.2973,10.32,1,0.424320435,2.200041575,16.84902551,5.959835045,0.933,4.973831585,4.248959042,0.87785527,0.428722597,3.695600399,0.86516621,0.621847869,1.846120728,0,-14.1
2384540,4.927827515,2.785701697,0.031682787,0.565300163,19.95,1.216463415,34.87202,-84.72133,499.46,93.55977,21.37,0.970588235,0.432910576,1.769935931,39.3736705,14.85499058,0.96,4.973815848,4.055053921,0.880692955,0.370491875,2.080847507,0.42226468,0.479563394,2.330032559,0,-16.5
2395120,3.75370705,2.946942478,0.01248941,0.785075244,23.1,1.215789474,34.24278,-84.88972,250.6,9.60933,84.01,1.072,0.460238969,0.727133946,22.52293586,34.53638349,0.7132,4.305971461,3.346845516,0.809084104,0.329762369,1.287326726,0.342948107,0.565288618,2.180214254,0.528965418,-13.7867
2408540,4.065550992,3.135989418,0.010695027,0.771356558,21.8,1.188010899,32.91679,-86.27025,242.26,15.57552,682.41,1.108606557,0.440245344,1.17803914,25.82529466,18.88085703,0.8204,4.870180524,3.900353322,0.851980157,0.361199652,1.405806676,0.345785031,0.552621282,2.313917159,0,-14.0771
2415000,4.055130732,3.000595674,0.012469141,0.739950416,21.25,1.170798898,33.06679,-85.87913,270.56,12.25237,491.38,1.101573677,0.440308895,1.120367697,28.78416003,20.85398467,0.9106,4.606813537,3.670962726,0.835316573,0.352650166,1.474157211,0.363528899,0.559165384,2.059008314,0,-14.0917
2422500,3.998073922,3.080677084,0.007180391,0.770540301,22.65,1.1796875,32.58291,-86.9036,144.84,11.05647,527.55,3.855123675,0.431191759,1.611002227,35.77248286,17.25629844,0.6695,4.081435214,3.112735765,0.800324253,0.31353383,1.249438496,0.312510104,0.5729707,1.654005987,0,-12.7146
2427250,4.043415469,3.971580692,0.003181079,0.982234134,22.35,1.152061856,31.99626,-87.06832,102.61,6.93052,675.24,2.046218487,0.441668049,1.010541971,24.90271911,25.13134015,0.9336,5.098580937,3.538943022,0.847363657,0.227583604,1.220716021,0.301902199,0.38489534,1.820970521,9.82E-06,-13.6538
2430085,4.232670773,2.947196263,0.012676724,0.696297071,22.85,1.24863388,34.46667,-88.28361,150.01,6.72984,40.56,1,0.43139468,1.701511895,46.04384299,22.22449518,0.8644,4.121815496,3.399985356,0.821247661,0.408144688,1.69908346,0.401421124,0.477175135,0.833942322,0,-13
2430615,4.241219713,2.950509966,0.010538985,0.695674868,22.5,1.239669421,34.3925,-88.355,132.82,6.11799,28.71,1.04,0.431108,1.702201549,46.19999999,22.40000001,0.9889,4.771733194,3.881292804,0.856237811,0.384865656,1.684233023,0.397110533,0.561299709,0.871308277,0,-13
2450250,4.409545517,3.063882587,0.014286411,0.694829564,21.1,1.241176471,34.28538,-87.39891,254.92,12.27321,231.83,1.039325843,0.437783448,1.834904067,29.22051047,9.194150422,0.8413,5.154884835,4.450965603,0.884999661,0.450258331,1.752473047,0.397427136,0.373479853,1.404334299,0.150117891,-14.6896
2464000,4.272309377,3.002403272,0.011217518,0.702758861,22.2,1.180851064,33.47928,-87.59723,143.69,9.66599,578.94,1.104441777,0.449795316,1.278688208,18.68385699,9.820494673,0.9846,4.709139973,3.692922856,0.850792032,0.34389815,1.540818864,0.360652455,0.390036614,1.438725267,0,-15.7248
2464146,4.159726215,3.030128131,0.010091224,0.728444127,23.85,1.235751295,33.41345,-87.51056,140.81,9.04939,15.82,1,0.43676264,1.606437692,42.28760245,18.96719432,0.9571,4.46645082,3.444333185,0.822112799,0.321957816,1.512072989,0.363503007,0.508775891,1.706025029,0,-14.2806
2464360,4.098058864,3.162128186,0.009536576,0.771616097,23.65,1.241469816,33.42484,-87.64251,114.12,8.63619,148.62,1.090909091,0.433229405,1.619834931,44.55379303,22.57872418,0.9717,4.548106155,3.692643078,0.839518669,0.366609003,1.453659461,0.354719029,0.51963652,0.817873848,0,-13.8919
2465493,4.043492129,3.589870171,0.007310655,0.887814309,23.7,1.250659631,32.99735,-87.62223,101.5,9.53966,83.42,3.962406015,0.433965953,1.592595526,44.0865769,22.78677779,0.8617,5.054573017,3.83426554,0.852160412,0.299785587,1.159783244,0.28682713,0.62920891,1.05906948,0,-12.5809
2469800,4.096008214,3.282875811,0.003171649,0.801481745,22.75,1.210106383,31.74432,-88.02251,78.13,9.86442,422.68,4.570234114,0.431574101,1.563692401,45.67962746,23.0825756,0.9839,4.824391033,3.223984825,0.836938128,0.211624943,1.27299529,0.310789243,0.423853357,2.636882041,0,-13.3145
2472000,4.158402464,3.167661807,0.006014722,0.761749695,23.2,1.211488251,31.70694,-89.40694,123.24,6.76654,1927.13,12.31992551,0.439656583,1.023221933,37.81467283,29.05431532,0.6696,4.809203602,3.299962448,0.829551427,0.214407129,1.326192175,0.318918668,0.406862412,2.691424001,0.096510834,-12.0405
2472500,4.256157426,3.618459589,0.00245439,0.850170524,22.45,1.157216495,31.42583,-89.41472,113.73,6.76541,789.94,31.32616487,0.433000549,1.600959968,45.17049635,21.23606964,0.5865,4.352769115,2.844381795,0.799800931,0.190561794,1.302226783,0.305963021,0.539491548,1.617113578,0,-11.9951
2479155,4.428888433,3.200477591,0.001802613,0.722636761,21.95,1.206043956,31.02528,-89.01667,70.21,6.65609,137.28,29.40909091,0.415527083,2.725338408,58.73141097,16.41706269,0.9355,4.512585309,2.573583865,0.847353247,0.149711142,1.500288183,0.338750503,0.389459339,1.783361413,0,-11.6529
2479300,4.618568104,3.213012129,0.000741287,0.695672783,20.5,1.198830409,30.73611,-88.78111,65.19,5.84957,1144.2,34.92307692,0.42510289,2.040442244,51.61955518,17.83065318,0.8895,4.636248854,2.770273658,0.812993083,0.148993865,1.771995435,0.383667707,0.507678142,1.637319767,0,-12.4162
2479560,4.649990418,3.185097139,0.000888184,0.684968538,20.1,1.292604502,30.80908,-88.45863,64.68,6.14661,1454.33,30.44175716,0.42102923,2.298826722,54.73792918,16.87273044,0.8849,4.447172661,2.670800374,0.803758745,0.15662867,1.768435023,0.380309391,0.494979431,1.792170676,0,-12.3745
2481000,4.79164271,3.215610226,0.000365398,0.671087228,20.25,1.28164557,30.55861,-89.12194,51.66,5.61014,249.23,34.84571429,0.431341625,1.721022518,46.62807695,20.12569187,0.8845,4.726483086,2.705291702,0.815379378,0.135148908,1.888600418,0.394144666,0.32605805,1.830671023,0,-12.2024
2481510,4.620825462,3.216086872,0.000762255,0.695998345,20.4,1.232628399,30.48361,-89.27444,64,5.13464,800.66,31.48303571,0.42572409,2.024691151,50.96518403,18.66310532,0.7816,4.813893141,2.863410063,0.818000908,0.146005154,1.705698003,0.369132748,0.425394254,1.854561595,0,-11.8855
3010655,3.284587269,2.261308871,0.207261759,0.688460584,17.2,1.166101695,41.96173,-78.19807,635.06,32.95227,254.44,1.162227603,0.452477893,1.261161818,31.98371795,15.89401687,0.9918,4.949541833,4.387368597,0.887087718,0.525444264,1.496955244,0.455751399,0.493939565,1.504911239,0,-15.1986
3011800,3.589425051,2.253249788,0.210192691,0.627746716,14.65,1.181451613,41.76645,-78.71864,628.71,19.77674,100.1,1.012048193,0.438828033,1.649317959,42.00856036,17.62111248,1,4.996740382,4.461639902,0.885626193,0.526677053,1.931474766,0.538101434,0.548834547,1.74213348,0,-13.1728
3015500,3.599088296,2.261299151,0.192038519,0.62829777,15.4,1.162264151,41.85256,-79.31727,492.56,22.04748,784.85,6.969742814,0.45376902,1.238389377,31.99168628,14.95230985,0.9837,4.436187979,3.870804764,0.86218405,0.499168418,2.048933517,0.569292373,0.48436846,1.478055908,0,-15.466
3021350,3.685735797,2.26540564,0.208263539,0.614641354,15.45,1.240963855,42.01533,-79.78255,485.4,20.02559,239.67,9.968137255,0.466322603,0.9929631,22.87550548,13.88477306,0.9747,3.858551576,3.300108915,0.840787111,0.497150507,2.291054185,0.621600221,0.407554855,1.448490243,0,-16.3597
3026500,3.539561944,2.262476523,0.20981494,0.639196759,15.95,1.143369176,41.63117,-78.57669,577.23,15.82974,20.31,1,0.438694636,1.652705529,42.09585503,17.64662136,1,4.893292918,4.376250098,0.876862318,0.531145729,1.746183971,0.493333355,0.505318323,1.26496032,0,-14.1475
3028000,3.464323066,2.263054702,0.203474312,0.65324586,16.4,1.119453925,41.57534,-78.69225,569.02,18.29113,161.11,1,0.439582184,1.631577472,41.51788284,17.46600505,0.9796,5.07509908,4.499303688,0.890177384,0.518974942,1.980925379,0.571807346,0.518663809,1.803058626,0,-13.925
3049000,3.292454483,2.379358042,0.139333377,0.722669988,17.9,1.111801242,40.7159,-79.69949,365.27,16.00521,357.15,1.061946903,0.452848337,1.159356802,31.58454024,19.73409573,0.7165,3.916575762,3.396324222,0.816114906,0.484312861,1.277235607,0.387928098,0.476524667,1.231361524,0,-15.1617
3049800,3.027023956,2.432800972,0.116341909,0.803693994,18.65,1.144171779,40.52035,-79.93811,296.6,21.30523,14.89,1,0.459094868,1.039233656,27.2736827,19.39595361,0.2546,4.79489765,4.207851206,0.864868499,0.467993491,1.07702479,0.355803193,0.424669589,2.125871617,0,-16.0333
3050000,3.873125257,2.480649706,0.158964457,0.640477532,14.7,1.143968872,38.80927,-79.88173,998.82,65.76346,487.29,1.535666218,0.458233248,0.993714773,26.73643011,19.00221697,0.9766,4.709332378,4.148054481,0.888988997,0.52888913,1.895417941,0.489376877,0.427851654,1.698454843,0.055186104,-14.9513
3066000,4.160377823,2.450006762,0.222508815,0.588890449,13.6,1.101214575,39.12705,-79.46838,1072.01,68.69899,222.79,1.315340909,0.452325004,1.100989234,29.1039198,19.85206025,0.9532,4.164525274,3.622442701,0.831258391,0.478638114,2.430374169,0.581601873,0.479958959,1.27578541,0.320419305,-14.2876
3069500,4.073518138,2.446327611,0.19464463,0.60054418,13.15,1.163716814,39.12288,-79.68117,961.46,63.79304,1856.85,1.07180757,0.454406493,1.105582964,27.92275461,17.65308461,0.9408,4.725590864,4.12217043,0.875594119,0.491650008,2.448185653,0.601000307,0.474430153,1.577289216,0.138111209,-14.8012
3070500,3.700212183,2.434851841,0.144725592,0.658030329,15.25,1.101083032,39.61564,-79.70477,599.73,30.19392,517.38,1.133084577,0.448435848,1.242673233,34.60144908,19.18524605,0.717,4.494153301,3.932568873,0.857381159,0.494335265,2.032041415,0.549168889,0.463490799,1.551284827,0.001834595,-15.2815
3076600,3.653686516,2.439226982,0.189395501,0.667607079,16.1,1.095238095,39.65614,-79.39411,795.46,21.46688,127.4,1.024390244,0.445485511,1.475304177,32.35861651,13.97889917,0.8242,4.118444508,3.548898739,0.834435143,0.47465835,1.779245505,0.486972677,0.49718554,1.485532666,0,-14.6633
3078000,3.509216975,2.437363244,0.194625437,0.694560428,17.15,1.07523511,39.70219,-79.13639,767.06,30.57341,161.48,1.135135135,0.437495696,1.689120053,43.03544419,17.2810082,0.8405,3.958385476,3.432616299,0.825048498,0.470167107,1.902592964,0.542170227,0.499639236,1.852242766,0,-15.9667
3140000,2.913078713,2.442680712,0.089458478,0.838522042,21.55,1.242074928,40.36285,-81.86236,287.7,15.82284,70.35,1,0.468656243,0.753457414,17.96789332,23.55240727,0.7138,2.638644211,2.234468736,0.752420203,0.44417857,0.948224382,0.325505925,0.439380288,2.84806709,0,-16.5
3144000,2.994622861,2.452515441,0.093602405,0.818973058,20.35,1.222222222,40.13257,-82.14792,292.28,13.11071,363.41,11.22608696,0.465497994,0.882060331,22.55298775,20.2074696,0.7303,3.781630712,3.289218744,0.812413931,0.476085967,1.103310156,0.368430419,0.425829417,2.256626614,0,-16.1342
3159540,3.145720739,2.515919603,0.078983476,0.799791149,20.8,1.165266106,39.06369,-81.8818,232.8,10.08158,400.85,1.14516129,0.475750231,0.524550702,11.41789332,35.23340576,0.8237,4.730818305,4.207540911,0.866127483,0.509861586,1.098823406,0.34930736,0.343456868,1.716372426,0,-16.5
3161000,4.047199179,2.698452526,0.087442529,0.666745669,19.45,1.193251534,36.39333,-81.40694,834.21,57.20214,527.86,1.089058524,0.438792392,1.431717355,41.24064047,20.66459108,0.9955,4.757193102,3.955773648,0.859075183,0.414407152,1.950070582,0.481832125,0.726972537,1.350788566,0,-14.1
3164000,3.740510609,2.668293854,0.083995897,0.713350163,19.7,1.172619048,36.64735,-80.97897,766.6,45.80251,2952.74,1.044690164,0.438833683,1.399941418,40.98691384,21.52675625,0.9348,4.622543234,3.809423087,0.85271197,0.411461621,1.545479201,0.413173324,0.690426959,2.056072301,0,-14.0123
3165000,3.671501711,2.665428255,0.075821616,0.725977669,21.3,1.227665706,36.64596,-80.91924,707.63,45.4663,102,1.027932961,0.446039431,1.155308859,35.53060399,22.99219157,0.8448,4.525085528,3.506695194,0.839049846,0.364866875,1.678933778,0.457288028,0.699827098,1.729930757,0,-14.8399
3170000,3.322125941,2.816773402,0.094558584,0.847882787,20.55,1.194767442,37.03763,-80.55672,713.74,32.96335,794.64,1.037005887,0.437160048,1.347684261,41.39544979,24.48219794,0.8847,4.606490822,3.757403428,0.8461966,0.401959394,1.074245581,0.323360884,0.702218972,1.14672699,0.004687787,-14.3792
3173000,3.022851472,2.633029637,0.094200099,0.871041684,19.25,1.188271605,37.26818,-80.70951,750.95,46.98351,773.32,0.996518712,0.449124345,0.965103537,32.34544736,26.87870275,0.8116,4.598903073,3.934736732,0.85778837,0.444476012,1.015847444,0.336056023,0.540795023,2.911240742,0.174389914,-15.3197
3180500,3.782822724,2.486055633,0.195303023,0.657195913,14.8,1.160784314,38.54373,-79.83312,1057.03,44.26244,345.06,1.054104478,0.456645461,1.150848005,29.16777542,16.30397892,0.9877,4.72048947,4.182942069,0.878130319,0.514514735,2.018277106,0.533537322,0.473178697,1.674430326,0.021425957,-15.1304
3182500,3.55233128,2.51935243,0.170253081,0.709211003,17.7,1.164473684,38.18595,-80.13062,934.51,59.7077,1364.97,1.121256039,0.453842923,1.169191412,30.03537253,16.89598847,0.9922,4.78690397,4.16475596,0.874162207,0.48408969,1.672218228,0.470738255,0.451749432,1.358595519,0.096810833,-14.9304
3186500,4.142934976,2.514984887,0.190731671,0.607053913,15.2,1.117647059,38.379,-80.48397,1057.61,61.17799,329.68,1.00589391,0.459485626,0.968863082,26.75619116,20.32589915,0.9927,4.672251717,4.065811333,0.882180359,0.495645998,2.532769331,0.611346629,0.459918185,1.132981079,0,-15.2
3187500,4.134422998,2.521012019,0.182826214,0.609761512,16.2,1.121107266,38.29539,-80.52648,1061.95,60.18061,207.41,1.012461059,0.45503883,1.166298543,30.90293034,16.42975406,0.9918,4.649928097,4.00914136,0.877274804,0.474609118,2.650263364,0.641023757,0.470847425,1.161446941,0,-15.1617
3213700,3.475412731,2.612382957,0.07309548,0.751675602,18.1,1.152866242,37.67316,-82.28014,611.92,37.9826,2425.06,1.023604554,0.440136455,1.56730564,39.53702166,17.4316345,0.9792,5.006928751,4.524570597,0.880496661,0.550141115,1.132436016,0.325842167,0.560447907,1.875423939,0.005269266,-15.4761
3237280,3.528353183,2.554847242,0.084730638,0.724090563,19.05,1.179566563,38.64369,-83.21574,248.51,31.52585,32.95,1.203389831,0.474234667,0.728704098,15.93333333,22.00000001,0.9863,5.070914816,4.57739737,0.885411083,0.542140307,1.129411393,0.320095901,0.356306323,2.547425263,0.008527854,-16.4139
3237500,3.226532512,2.552859192,0.078710402,0.791208265,20.8,1.139726027,38.80368,-83.42102,272.36,14.22302,1003.21,4.26030085,0.470709503,0.599793128,14.54224207,30.80677874,0.5206,2.996646651,2.569785494,0.7611211,0.444266573,1.189695216,0.368722525,0.301729363,1.610598447,0.215456675,-15.4558
3238500,3.252699521,2.556092594,0.074738531,0.785837295,20.9,1.157894737,38.85813,-83.92854,285.37,7.5191,568.5,41.91829689,0.471285108,0.642920928,15.96061589,29.84210841,0.1747,2.106328178,1.786602285,0.706147831,0.431456004,1.273979379,0.391668327,0.206288509,1.382751832,0.336447022,-14.9187
3241500,3.070156057,2.511801875,0.077946752,0.818134918,20.7,1.189655172,39.72284,-83.88271,319.84,3.27837,170.91,43.91304348,0.450246103,1.004989671,31.59433843,25.59870832,0.0257,2.243243509,2.039246502,0.724295805,0.546764386,1.040749217,0.338989028,0.458743098,2.594083052,0.871500921,-12.4039
3280700,3.99057358,2.730696605,0.058446085,0.684286745,18.85,1.167182663,37.16509,-83.30796,540.37,28.95669,158.22,0.991735537,0.457533,0.97357721,27.2,23.9,0.991,5.165211252,4.668888312,0.885982378,0.546180042,1.330013834,0.333288889,0.411989326,2.071706911,0,-15.4907
3281100,3.816214921,2.687047077,0.041671315,0.704113142,19.55,1.195718654,37.15203,-83.7602,403.43,22.48228,422.72,1.071428571,0.465506736,0.760303762,20.80104387,26.90751843,0.9463,5.181868539,4.683728194,0.890293526,0.546726722,NA,NA,0.385867771,NA,0,-16.2624
3281500,3.801241615,2.671624189,0.044067881,0.702829354,19.5,1.185410334,37.47981,-83.67519,376.49,21.8686,1838.22,1.094104724,0.460345086,0.887002972,24.9496483,24.93625335,0.9654,5.204473621,4.700807553,0.89217853,0.544715297,1.420856151,0.373787382,0.409674322,1.949819655,0,-16.1537
3285000,3.533520876,2.706649651,0.044646811,0.765992263,21.55,1.210674157,37.64202,-84.66078,323.6,12.08007,822.34,1.171405361,0.47016346,0.586461057,14.35619928,32.23532536,0.5302,3.26432529,2.707641459,0.768747377,0.408865305,1.41333582,0.399979474,0.335457931,1.645613341,0.51865783,-13.9498
3291780,3.624016427,2.584250048,0.067368653,0.713090048,21.15,1.297546012,38.87811,-85.25718,249.83,14.47984,71.41,23.68141593,0.469088769,0.650205789,16.14703133,28.73220659,0.7056,2.905645179,2.534873423,0.77557983,0.479546155,1.510602645,0.41683107,0.262181517,1.409194602,1,-11.8
3300400,3.457906913,2.700828912,0.053766408,0.781058883,21.45,1.208450704,37.83284,-85.29607,254.43,9.33197,1128.58,1.228267297,0.475480234,0.450375911,8.183858245,33.88757839,0.4901,3.208154088,2.664235959,0.765662216,0.411730711,1.366464934,0.395171116,0.288199325,2.097366322,0.195243528,-15.5792
3338780,2.915939767,2.481241944,0.072550319,0.850923593,22.15,1.237430168,40.26531,-87.6428,213.25,3.19469,691.56,48.05648148,0.464548085,0.686661753,19.20560905,28.00808479,0.0378,2.590649897,2.457167683,0.768584441,0.639405275,1.165909805,0.399840154,0.395332693,3.061302387,0.094110334,-15.1955
3340800,3.117180014,2.512693785,0.073228668,0.80607914,22.35,1.182539683,39.81255,-86.9539,268.15,4.37041,357.65,45.72438163,0.459011513,0.871241199,25.09505022,24.26656541,0.2735,2.327399436,2.115905892,0.727558093,0.544287111,1.071950726,0.343884768,0.38966702,2.070687934,0.016787956,-16.4173
3346000,3.133143053,2.602188802,0.062106965,0.830536225,22.75,1.263888889,39.01004,-87.94559,173.5,2.57944,814.69,45.81185771,0.47073438,0.736495043,17.95178336,23.71375063,0.0951,2.04947295,1.830787504,0.690632742,0.486963569,0.997250326,0.31829071,0.231646749,2.249075255,0.398747228,-13.8606
3357350,3.220156057,2.529923217,0.070238198,0.785652363,22.6,1.167958656,39.76171,-86.72945,258.64,5.84999,7.75,41.02222222,0.454647916,0.964496914,28.80686179,25.53064926,0.4476,2.291330926,2.015000604,0.734549613,0.496755226,1.181482019,0.3669021,0.323201939,1.556128254,0.081502189,-16.1169
3364500,3.348644764,2.53998794,0.080417058,0.75851221,22.85,1.183937824,39.27477,-85.70165,274.58,3.79613,237.09,48.44587629,0.456336,0.923553371,27.18381751,25.78158169,0.2772,2.147986782,1.915885298,0.702462627,0.50547269,1.203781285,0.359483125,0.350016454,1.80582599,1,-11.8
3366500,3.615696099,2.591121602,0.059067129,0.716631468,21.35,1.286144578,38.80422,-85.67386,240.19,8.50477,755.22,36.62768702,0.466015905,0.779313226,20.66528239,26.05241655,0.5748,3.055102015,2.679446515,0.778942167,0.483568404,1.359347048,0.375957218,0.286182822,1.613292573,0.857377771,-12.4703
3368000,3.508962355,2.566777714,0.067085866,0.73149195,21.45,1.194986072,39.07033,-85.48608,264.12,4.26263,29.72,39.07272727,0.465226037,0.778451246,21.01718051,26.83666763,0.6327,2.88044915,2.546393355,0.784873594,0.500461708,1.417022925,0.403829617,0.206380315,0.523776558,1,-11.8
3384450,3.669481177,2.73193681,0.049672531,0.7445022,23.5,1.243386243,37.47227,-88.54727,166.37,16.36598,111.13,1.122093023,0.471044667,0.770508005,18.26666663,21.66666669,0.913,5.043004677,4.447091321,0.878818388,0.484392139,1.333123633,0.363300306,0.268366509,2.897679544,0,-15.2
3439000,5.56067488,2.719387447,0.037466092,0.489039101,18.9,1.203821656,35.14333,-82.82472,863.18,63.23118,178.67,1.015384615,0.43556132,1.619740575,43.55943889,20.49804424,0.9948,4.922214604,4.176766195,0.882489603,0.420307201,3.163232172,0.568857601,0.720916167,1.375627798,0,-14.1
3450000,4.094606434,2.709808008,0.084269051,0.661799382,17.55,1.319548872,35.65306,-82.40528,891.9,105.59692,14.08,0.954545455,0.429384565,1.950448226,48.3348499,18.86472439,0.9721,4.721288073,4.103017478,0.865358502,0.455221735,1.898413356,0.463637565,0.592268285,1.653874636,0,-14.1
3455500,5.800580424,3.423765366,0.077431417,0.590245306,17.8,1.285198556,35.39611,-82.9375,1326.82,91.67733,72.95,0.981481481,0.427305234,2.132542719,50.53254778,16.05012883,0.9922,4.431938739,3.757474765,0.855383703,0.43005177,3.300741397,0.569036399,0.62633229,1.530170333,0,-14.1
3456500,4.787383984,2.766305476,0.063873677,0.577832379,17.3,1.262773723,35.46167,-82.86972,1162.13,99.95219,133.43,0.995121951,0.428761772,1.969602632,48.91182516,18.33361219,0.9658,4.483466875,3.826176168,0.864215151,0.442410153,2.598692623,0.542821013,0.636631043,1.996365228,0,-14.1
3460000,4.471080082,2.652780712,0.077253344,0.593319883,15.15,1.207171315,35.6675,-83.07361,1254.53,116.23587,127.02,0.989528796,0.429051313,2.044989309,38.00570227,12.97858073,0.9933,4.524984438,3.787777056,0.865025041,0.415000635,2.18216888,0.488063027,0.687017936,1.517650359,0,-13.8009
3463300,4.56529911,3.054203874,0.08491639,0.669004111,17.25,1.259124088,35.83151,-82.18429,1025.66,112.34116,112.16,0.994117647,0.429031676,1.914831737,48.50281156,19.17386842,1,4.621920467,3.809353881,0.878203045,0.402684599,3.060049596,0.67028458,0.589691621,1.995520021,0,-14.1
3471500,3.412537988,2.603604107,0.08387117,0.762952417,19.4,1.161676647,36.76039,-81.63123,1023.62,69.46205,198.16,1.023255814,0.448403187,1.07247376,33.53653336,24.2565826,0.8219,4.603307104,3.986934352,0.864491185,0.465434451,1.320338257,0.386908003,0.630658435,1.451604644,0.384503735,-13.5244
3473000,3.495952088,2.587402259,0.083266733,0.740113764,17.9,1.151125402,36.65178,-81.84401,916.29,56.64293,784.81,1.072525597,0.447111448,1.058640824,33.64005274,25.69861965,0.8628,4.699529658,4.017226302,0.865494479,0.446667342,1.453653787,0.415810558,0.627684502,1.594111539,0.311902362,-13.4257
3479000,3.973234771,2.663771745,0.090417124,0.670428983,18.25,1.173633441,36.23917,-81.82222,1040.03,82.19102,235.6,1.05,0.427873542,2.126787911,50.48723186,14.68807665,0.9873,4.817139772,4.177427542,0.872686216,0.460275095,1.81548609,0.456928975,0.592287367,1.662994991,0,-14.1
3488000,3.274212183,2.611844668,0.081549052,0.797701713,18.3,1.165605096,36.89678,-81.74623,812.91,54.05912,578.21,1.065268065,0.448228609,0.913176579,32.6132938,28.27165986,0.8315,4.498470578,3.939254049,0.855499167,0.478139661,1.231175744,0.376021979,0.530133412,1.841591411,0.181587267,-15.1605
3498500,4.330517454,2.647463696,0.034370779,0.611350427,16.4,1.247148289,35.78562,-83.8846,680.92,77.71156,696.76,1.0505345,0.446341763,1.122737663,25.4553978,16.6939731,0.8376,4.645459351,3.884115845,0.857958661,0.412352571,1.804276424,0.416642224,0.573668589,1.559591086,0.205910183,-14.6682
3500000,5.195041752,2.822625969,0.029248918,0.543330757,19.75,1.270096463,35.15,-83.37972,808.87,67.89742,361.14,1.029962547,0.436800068,1.495332017,39.37315703,20.06100237,0.9577,4.748509907,4.014079303,0.871562409,0.431242454,2.502089441,0.481630285,0.731153522,1.890912082,0,-14.1
3500240,5.038084873,3.065165366,0.029394719,0.608398914,19.05,1.274247492,35.15889,-83.39417,967.11,82.16983,145.86,1.045454545,0.436766316,1.5626648,42.64701399,20.74303689,0.9592,4.64929669,4.037424734,0.873898502,0.481055922,2.313884346,0.459278556,0.705216066,1.824594358,0,-14.1
